"tagID","projectID","tsStart","tsEnd","tsStartCode","tsEndCode"
9988,363,1410854400,1421892895.57712,1,3
9989,363,1410940800,1421979263.34834,1,3
9990,363,1411200000,1422238479.4628,1,3
9991,363,1411545600,1422584071.40559,1,3
9992,363,1411286400,1422324863.34834,1,3
9993,363,1411545600,1422584087.51997,1,3
9994,363,1411718400,1422756887.51997,1,3
9995,363,1411545600,1422584095.57712,1,3
9996,364,1412409600,1423448103.63423,1,3
9997,364,1412668800,1423707287.51997,1,3
9998,364,1415145600,1426184063.34834,1,3
9999,363,1411632000,1422670503.63423,1,3
10000,364,1412409600,1423448071.40559,1,3
10001,364,1412409600,1423448079.4628,1,3
10002,364,1412668800,1423707255.29107,1,3
10003,364,1415145600,1426184023.06161,1,3
10004,364,1412668800,1423707303.63423,1,3
10005,3,1404172800,1415211239.17641,2,3
10006,364,1415174400,1426212887.51997,1,3
10007,364,1415260800,1426299263.34834,1,3
10008,364,1415260800,1426299295.57712,1,3
10009,364,1412668800,1423707287.51997,1,3
10010,363,1405929600,1416968079.4628,1,3
10011,364,1412668800,1423707263.34834,1,3
10012,363,1410940800,1421979239.17641,1,3
10013,363,1405929600,1416968087.51997,1,3
10014,363,1405929600,1416968063.34834,1,3
10015,363,1411027200,1422065703.63423,1,3
10016,363,1410768000,1421806495.57712,1,3
10017,363,1410854400,1421892887.51997,1,3
10018,364,1411200000,1412553600,1,1
10018,364,1412668800,1423707343.91926,1,3
10019,363,1411027200,1422065687.51997,1,3
10020,363,1411027200,1422065671.40559,1,3
10021,363,1411027200,1422065695.57712,1,3
10022,363,1411027200,1422065695.57712,1,3
10023,363,1411718400,1422756863.34834,1,3
10024,363,1411113600,1422152047.23375,1,3
10025,363,1411804800,1422843287.51997,1,3
10026,363,1411027200,1422065703.63423,1,3
10027,363,1410854400,1421892879.4628,1,3
10028,3,1404172800,1415211295.57712,2,3
10029,363,1410940800,1421979271.40559,1,3
10030,363,1410768000,1421806463.34834,1,3
10031,363,1411804800,1422843263.34834,1,3
10032,363,1411113600,1422152071.40559,1,3
10033,3,1408593600,1420492198.25348,1,3
10034,3,1408593600,1420492198.25348,1,3
10035,3,1409025600,1420924198.25348,1,3
10036,3,1409025600,1420924198.25348,1,3
10037,3,1409025600,1420924198.25348,1,3
10038,3,1409112000,1421010727.44658,1,3
10039,3,1409630400,1421528998.25348,1,3
10040,3,1410321600,1422220198.25348,1,3
10041,3,1409112000,1421010727.44658,1,3
10042,3,1409025600,1420924198.25348,1,3
10043,3,1409284800,1421183398.25348,1,3
10044,3,1410321600,1422220198.25348,1,3
10045,3,1409284800,1421183656.63826,1,3
10046,3,1412654400,1424552998.25348,1,3
10047,3,1409025600,1420924327.44658,1,3
10048,3,1409025600,1420924069.05894,1,3
10049,3,1409025600,1420924327.44658,1,3
10050,3,1409025600,1420924456.63826,1,3
10051,3,1409025600,1420924327.44658,1,3
10052,3,1409025600,1420924327.44658,1,3
10053,3,1409025600,1420924198.25348,1,3
10054,3,1409025600,1420924198.25348,1,3
10055,3,1409025600,1420924456.63826,1,3
10056,3,1409025600,1420924198.25348,1,3
10057,3,1404172800,1416071527.44658,2,3
10058,49,1410940800,1422839527.44658,1,3
10059,49,1411113600,1423012327.44658,1,3
10060,49,1411113600,1423012327.44658,1,3
10061,49,1411200000,1423098598.25348,1,3
10062,49,1410854400,1422752998.25348,1,3
10063,49,1411027200,1422926056.63826,1,3
10064,49,1410854400,1422753127.44658,1,3
10065,49,1411113600,1423012327.44658,1,3
10066,49,1411459200,1423357669.05894,1,3
10067,49,1411632000,1423530598.25348,1,3
10068,49,1411632000,1423530598.25348,1,3
10069,49,1411632000,1423530598.25348,1,3
10070,49,1411804800,1423703398.25348,1,3
10071,49,1411804800,1423703398.25348,1,3
10072,38,1407384000,1419282598.25348,1,3
10073,364,1415275200,1427174056.63826,1,3
10074,38,1408593600,1420492198.25348,1,3
10075,49,1411891200,1423789927.44658,1,3
10076,364,1415041200,1426939798.25348,1,3
10077,49,1411977600,1423876198.25348,1,3
10078,49,1411632000,1423530727.44658,1,3
10079,16,1407715200,1411975538.46161,1,3
10080,16,1408147200,1412407492.18506,1,3
10081,16,1407888000,1412148315.32344,1,3
10082,16,1407888000,1412148315.32344,1,3
10083,16,1407888000,1412148315.32344,1,3
10084,16,1408665600,1412925915.32344,1,3
10085,16,1408579200,1412839515.32344,1,3
10086,16,1404172800,1408433138.46161,2,3
10087,16,1442534400,1446794738.46161,1,3
10088,16,1442534400,1446794692.18506,1,3
10089,16,1404172800,1408433115.32344,2,3
10090,16,1404172800,1408433115.32344,2,3
10091,16,1408752000,1413012292.18506,1,3
10092,48,1413682200,1430603725.57265,1,3
10093,48,1413063300,1429984477.28254,1,3
10094,48,1413749700,1430671922.13939,1,3
10095,48,1412293800,1429214628.98793,1,3
10096,48,1414365600,1431287822.13939,1,3
10097,48,1412903700,1429823832.38523,1,3
10098,48,1413071400,1429993273.85827,1,3
10099,48,1413062400,1429984622.13939,1,3
10100,48,1413069300,1429990825.57265,1,3
10101,48,1412121600,1429043822.13939,2,3
10102,17,1405036800,1425225437.04689,1,3
10103,17,1404172800,1411948800,2,5
10104,17,1405036800,1425225744.43764,1,3
10105,17,1404172800,1411948800,2,5
10106,17,1404172800,1411948800,2,5
10107,17,1404172800,1411948800,2,5
10108,17,1404172800,1411948800,2,5
10109,17,1404172800,1411948800,2,5
10110,17,1404172800,1411948800,2,5
10111,18,1399636200,1403095322.43798,1,3
10112,18,1399728600,1403187691.57391,1,3
10113,18,1399728600,1403187722.43798,1,3
10114,18,1399726800,1403185922.43798,1,3
10115,18,1399726800,1403185922.43798,1,3
10116,18,1399638600,1403097722.43798,1,3
10117,18,1399554000,1403013122.43798,1,3
10118,18,1399638600,1400803200,1,1
10118,18,1400937240,1404396393.30173,1,3
10119,18,1399556100,1403076379.24309,1,3
10120,18,1399649400,1403169649.0079,1,3
10121,18,1399206600,1402726879.24309,1,3
10122,18,1399636200,1403156509.47797,1,3
10123,18,1399550400,1403070709.47797,1,3
10124,18,1399555200,1403075449.0079,1,3
10125,18,1399210200,1402730479.24309,1,3
10126,18,1398869100,1402389379.24309,1,3
10127,18,1399210200,1402730509.47797,1,3
10128,18,1399035000,1402731429.9739,1,3
10129,18,1398862200,1402558658.4336,1,3
10130,18,1398514800,1402211229.9739,1,3
10131,18,1398860580,1402557066.89301,1,3
10132,18,1399032000,1402728458.4336,1,3
10133,18,1399035000,1402731458.4336,1,3
10134,18,1399035000,1402731429.9739,1,3
10135,18,1398513480,1402209966.89301,1,3
10136,79,1399449600,1404905359.90817,1,4
10137,79,1399599900,1405055659.90817,1,4
10138,79,1399859400,1405315159.90817,1,4
10139,79,1399859700,1405411842.65543,1,4
10140,79,1399859700,1405411890.32926,1,4
10141,79,1399862700,1405414842.65543,1,4
10142,79,1399870500,1400371200,1,1
10142,79,1400472600,1406072221.19826,1,4
10143,79,1400036700,1405866680.2242,1,4
10144,79,1399955700,1405555321.19826,1,4
10145,79,1399960080,1405606744.97775,1,4
10146,79,1400641800,1408488852.0925,1,4
10147,79,1400205300,1406035235.35105,1,4
10148,79,1400212500,1405905641.14539,1,4
10149,79,1400551800,1406244894.90322,1,4
10150,79,1400641920,1406335107.38709,1,4
10151,79,1400726700,1406465896.97726,1,4
10152,79,1400652300,1406391496.97726,1,4
10153,79,1400731200,1406470442.7559,1,4
10154,79,1400735400,1406520238.08203,1,4
10155,79,1408852500,1414637383.40409,1,4
10156,18,1400333400,1403792553.30173,1,3
10157,18,1400335200,1403794353.30173,1,3
10158,18,1400589000,1404048153.30173,1,3
10159,18,1400765400,1404224553.30173,1,3
10160,18,1400585400,1404044522.43798,1,3
10161,18,1400333400,1403792553.30173,1,3
10162,18,1400589000,1404048091.57391,1,3
10163,18,1400329200,1403788322.43798,1,3
10164,18,1400765400,1404285709.47797,1,3
10165,18,1400596200,1404116509.47797,1,3
10166,18,1399984200,1403504479.24309,1,3
10167,18,1400069700,1403589979.24309,1,3
10168,18,1399978800,1403499109.47797,1,3
10169,18,1399986000,1400284800,1,1
10169,18,1400423400,1403943709.47797,1,3
10170,18,1400072400,1403592679.24309,1,3
10171,18,1400071500,1403591809.47797,1,3
10172,18,1400246400,1403766679.24309,1,3
10173,18,1399988400,1403684886.89301,1,3
10174,18,1399982400,1403678858.4336,1,3
10175,18,1399990500,1403686986.89301,1,3
10176,18,1399815000,1403511458.4336,1,3
10177,18,1399978800,1403675258.4336,1,3
10178,18,1399651200,1403347658.4336,1,3
10179,18,1399984200,1403680686.89301,1,3
10180,18,1399645800,1403342258.4336,1,3
10185,32,1409960400,1419984000,1,1
10186,32,1443049200,1451520000,1,1
10187,74,1443958800,1448482916.8955,1,3
10188,74,1444045800,1449220413.45425,1,3
10190,32,1440036000,1451520000,1,1
10195,32,1404172800,1411948800,2,5
10197,32,1439258400,1451520000,1,1
10200,32,1411776600,1419984000,1,1
10203,32,1404172800,1411948800,2,5
10204,32,1440378900,1451520000,1,1
10206,32,1441152900,1451520000,1,1
10208,32,1440730800,1451520000,1,1
10210,32,1442376900,1451520000,1,1
10211,29,1408694400,1419292740,1,1
10212,29,1407826800,1418428740,1,1
10213,29,1407831300,1418385600,1,1
10214,29,1407833280,1418385600,1,1
10215,29,1408692060,1419249600,1,1
10216,29,1407830040,1418385600,1,1
10217,29,1407833400,1418385600,1,1
10218,29,1407835200,1418385600,1,1
10219,29,1407837960,1418385600,1,1
10220,29,1407839820,1418385600,1,1
10221,29,1408694460,1418385600,1,1
10222,29,1408698600,1419249600,1,1
10223,29,1408704660,1419249600,1,1
10224,33,1388534400,1396310400,2,5
10225,29,1408704960,1419249600,1,1
10226,34,1405365300,1417005650.5075,1,3
10227,34,1405379820,1417018849.69144,1,3
10228,34,1405357140,1416997622.58096,1,3
10229,34,1404763740,1416402769.69144,1,3
10230,34,1404746820,1416387170.5075,1,3
10231,34,1405691760,1417332110.5075,1,3
10232,34,1405693260,1417333610.5075,1,3
10233,34,1406034120,1417673942.19885,1,3
10234,34,1405963440,1417603922.58096,1,3
10235,34,1406042100,1417682318.43256,1,3
10236,34,1404763740,1411482659.0634,1,3
10237,34,1406034120,1412753039.0634,1,3
10238,34,1405949040,1412668032.02356,1,3
10239,34,1405379820,1412098775.54364,1,3
10240,34,1405365300,1412084219.0634,1,3
10241,34,1405691760,1412483099.98076,1,3
10242,34,1404752340,1411543679.98076,1,3
10243,34,1405693260,1412484635.81552,1,3
10244,34,1406042100,1412833439.98076,1,3
10245,34,1404746820,1411538231.64997,1,3
10246,20,1396310400,1404086400,2,5
10247,20,1396310400,1404086400,2,5
10248,20,1396310400,1404086400,2,5
10249,20,1396310400,1404086400,2,5
10250,20,1396310400,1404086400,2,5
10251,20,1396310400,1404086400,2,5
10252,20,1396310400,1404086400,2,5
10253,20,1396310400,1404086400,2,5
10254,20,1396310400,1404086400,2,5
10255,20,1396310400,1404086400,2,5
10256,20,1396310400,1404086400,2,5
10257,20,1396310400,1404086400,2,5
10258,20,1396310400,1404086400,2,5
10259,20,1396310400,1404086400,2,5
10260,20,1396310400,1404086400,2,5
10261,20,1396310400,1404086400,2,5
10262,20,1396310400,1404086400,2,5
10263,20,1396310400,1404086400,2,5
10264,20,1396310400,1404086400,2,5
10265,20,1396310400,1404086400,2,5
10266,20,1431302400,1436101614.08538,1,3
10267,20,1431648000,1436447269.78507,1,3
10268,20,1432512000,1437311214.08538,1,3
10269,20,1431302400,1436101614.08538,1,3
10270,20,1431993600,1436792814.08538,1,3
10271,20,1431648000,1436447232.65209,1,3
10272,20,1431648000,1436447102.68199,1,3
10273,20,1432425600,1437224702.68199,1,3
10274,20,1431388800,1436188032.65209,1,3
10275,20,1431302400,1436101651.21865,1,3
10276,20,1431648000,1436447102.68199,1,3
10277,20,1431302400,1436101558.38436,1,3
10278,20,1431475200,1436274432.65209,1,3
10279,20,1431475200,1436274432.65209,1,3
10280,20,1432425600,1437224758.38436,1,3
10281,20,1399722600,1404521832.65209,1,3
10282,20,1399904400,1404703465.54634,1,3
10283,20,1400247900,1405047132.65209,1,3
10284,20,1399817399,1404616650.21865,1,3
10285,20,1399901700,1404700932.65209,1,3
10286,20,1399985100,1404784332.65209,1,3
10287,20,1399804800,1404604032.65209,1,3
10288,20,1400075700,1404874932.65209,1,3
10289,20,1400069400,1404868632.65209,1,3
10290,20,1399987200,1404786414.08538,1,3
10291,20,1399808700,1404607932.65209,1,3
10292,20,1400069100,1404868332.65209,1,3
10293,20,1399903200,1404702469.78507,1,3
10294,20,1400157000,1404956232.65209,1,3
10295,20,1399996200,1404795432.65209,1,3
10296,20,1399989900,1404789132.65209,1,3
10297,20,1399994400,1404793632.65209,1,3
10298,20,1400065799,1404865050.21865,1,3
10299,20,1400068200,1404867488.35133,1,3
10300,20,1400072100,1404871258.38436,1,3
10301,20,1400017199,1404816413.08538,1,3
10302,20,1399994100,1404793295.51852,1,3
10303,20,1399995300,1404794421.24959,1,3
10304,20,1399996800,1404795976.95151,1,3
10305,20,1400075400,1404874595.51852,1,3
10306,20,1400073000,1404878166.36481,1,3
10307,20,1400076360,1404875536.95151,1,3
10308,20,1400078400,1404877595.51852,1,3
10309,20,1400083020,1404882196.95151,1,3
10310,20,1400074620,1404873796.95151,1,3
10311,20,1388534400,1393333595.51852,2,3
10312,20,1400071199,1404870357.38436,1,3
10313,20,1400082900,1404882076.95151,1,3
10314,20,1400079000,1404878195.51852,1,3
10315,20,1400081160,1404880411.21865,1,3
10316,20,1400079060,1404878292.65209,1,3
10317,20,1400081999,1404881305.91745,1,3
10318,20,1400080080,1404879331.21865,1,3
10319,20,1400331000,1405130232.65209,1,3
10320,20,1400242500,1405041732.65209,1,3
10321,20,1400503920,1405303189.78507,1,3
10322,20,1400074800,1404874069.78507,1,3
10323,20,1399847400,1404646651.21865,1,3
10324,20,1400256000,1405055214.08538,1,3
10325,20,1400413080,1405212368.35133,1,3
10326,20,1399730400,1404529688.35133,1,3
10327,20,1400334600,1405133869.78507,1,3
10328,20,1400153700,1404952951.21865,1,3
10329,20,1400250300,1405049551.21865,1,3
10330,20,1398431460,1403230692.65209,1,3
10331,20,1400070900,1404870169.78507,1,3
10332,20,1398430800,1403230051.21865,1,3
10333,20,1399717800,1404517069.78507,1,3
10334,20,1398432060,1403231292.65209,1,3
10335,20,1399986600,1404785851.21865,1,3
10336,20,1399810500,1404609621.24959,1,3
10337,20,1400080800,1404879846.97829,1,3
10338,20,1399845000,1404644251.21866,1,3
10339,20,1398941400,1403740632.65209,1,3
10340,20,1399903799,1404703050.21865,1,3
10341,20,1399649400,1404448614.08538,1,3
10342,20,1400073899,1404873113.08538,1,3
10343,20,1400250960,1405050211.21865,1,3
10344,20,1400073000,1404872232.65209,1,3
10345,20,1399471799,1404271031.65209,1,3
10346,20,1399631580,1404430831.21865,1,3
10347,20,1399988400,1404787632.65209,1,3
10348,20,1400589900,1569887940,1,1
10348,20,1569888000,1574687232.65209,1,3
10349,20,1400161380,1404960649.78507,1,3
10350,20,1399471500,1404270732.65209,1,3
10351,20,1399449600,1404248684.11424,1,3
10352,20,1400242500,1405041732.65209,1,3
10353,20,1399464000,1404263214.08538,1,3
10354,20,1399466100,1404265351.21865,1,3
10355,20,1399822799,1404621845.97829,1,3
10356,20,1399636200,1404435246.97829,1,3
10357,20,1400156520,1404955734.08538,1,3
10358,20,1399651680,1404450912.65209,1,3
10359,20,1399647000,1404446232.65209,1,3
10360,13,1407240000,1412073807.60207,1,3
10361,13,1407240000,1412073862.91111,1,3
10362,13,1407240000,1412073807.60207,1,3
10363,13,1407240000,1412073309.79326,1,3
10364,13,1407240000,1412073862.91111,1,3
10365,13,1407240000,1412073862.91111,1,3
10366,13,1407240000,1412073918.21954,1,3
10367,13,1407240000,1412073862.91111,1,3
10368,13,1407240000,1412073862.91111,1,3
10369,13,1407240000,1412073862.91111,1,3
10370,13,1407240000,1412073862.91111,1,3
10371,13,1407240000,1412073862.91111,1,3
10372,13,1407240000,1412073862.91111,1,3
10373,13,1407240000,1412073807.60207,1,3
10374,13,1407240000,1412073862.91111,1,3
10375,13,1407484800,1412318662.91111,1,3
10376,13,1407484800,1412318662.91111,1,3
10377,13,1407484800,1412318607.60207,1,3
10378,13,1407484800,1412318607.60207,1,3
10379,13,1407484800,1412318607.60207,1,3
10380,13,1407484800,1412318607.60207,1,3
10381,13,1407484800,1412318109.79326,1,3
10382,13,1407484800,1412318662.91111,1,3
10383,13,1407484800,1412318607.60207,1,3
10384,13,1407484800,1412318662.91111,1,3
10385,13,1407484800,1412318607.60207,1,3
10386,13,1407484800,1412318718.21954,1,3
10387,13,1407484800,1412318662.91111,1,3
10388,13,1407484800,1412318607.60207,1,3
10389,13,1407484800,1412318662.91111,1,3
10390,13,1407585600,1412418909.79326,1,3
10391,13,1407585600,1412419407.60207,1,3
10392,13,1407585600,1412419462.91111,1,3
10393,13,1407585600,1412418909.79326,1,3
10394,13,1407585600,1412419462.91111,1,3
10395,13,1407585600,1412419407.60207,1,3
10396,13,1407585600,1412419407.60207,1,3
10397,13,1407585600,1412419462.91111,1,3
10398,13,1407585600,1412419462.91111,1,3
10399,13,1407585600,1412419462.91111,1,3
10400,13,1407585600,1412419462.91111,1,3
10401,13,1407585600,1412419407.60207,1,3
10402,13,1407585600,1412419462.91111,1,3
10403,13,1407585600,1412419462.91111,1,3
10404,13,1407585600,1412419462.91111,1,3
10405,13,1408104000,1412937862.91111,1,3
10406,13,1408104000,1412937862.91111,1,3
10407,13,1408104000,1412937807.60207,1,3
10408,13,1408104000,1412937862.91111,1,3
10409,13,1408104000,1412937807.60207,1,3
10410,13,1408104000,1412937807.60207,1,3
10411,13,1408104000,1412937918.21954,1,3
10412,13,1408104000,1412937862.91111,1,3
10413,13,1408104000,1413046083.72817,1,3
10414,13,1408104000,1413046029.60569,1,3
10415,13,1408104000,1413046029.60569,1,3
10416,13,1408104000,1413046029.60569,1,3
10417,13,1408104000,1413046029.60569,1,3
10418,13,1408104000,1413046029.60569,1,3
10419,13,1408104000,1413046029.60569,1,3
10420,13,1408348800,1413290829.60569,1,3
10421,13,1408348800,1413290829.60569,1,3
10422,13,1408348800,1413290883.72817,1,3
10423,13,1408348800,1413290829.60569,1,3
10424,13,1408348800,1413290829.60569,1,3
10425,13,1408348800,1413290883.72817,1,3
10426,13,1408176000,1413118083.72817,1,3
10427,13,1408348800,1413290829.60569,1,3
10428,13,1408348800,1413290883.72817,1,3
10429,13,1408348800,1413290829.60569,1,3
10430,13,1408176000,1413118083.72817,1,3
10431,13,1408176000,1413118083.72817,1,3
10432,13,1408176000,1413118083.72817,1,3
10433,13,1408176000,1413118083.72817,1,3
10434,13,1408348800,1413290829.60569,1,3
10435,13,1408536000,1413478029.60569,1,3
10436,13,1408536000,1413478029.60569,1,3
10437,13,1408536000,1413478029.60569,1,3
10438,13,1408536000,1413478083.72817,1,3
10439,13,1408622400,1413564375.48263,1,3
10440,13,1408449600,1413391683.72817,1,3
10441,13,1408449600,1413391683.72817,1,3
10442,13,1408622400,1413564483.72817,1,3
10443,13,1408449600,1413391629.60569,1,3
10444,13,1408536000,1413478083.72817,1,3
10445,13,1408449600,1413391629.60569,1,3
10446,13,1408449600,1413391683.72817,1,3
10447,13,1408449600,1413391629.60569,1,3
10448,13,1408449600,1413391683.72817,1,3
10449,13,1408449600,1413391629.60569,1,3
10450,13,1408348800,1413290883.72817,1,3
10451,13,1408348800,1413290829.60569,1,3
10452,13,1408348800,1413290829.60569,1,3
10453,13,1408348800,1413290883.72817,1,3
10454,13,1408348800,1413290829.60569,1,3
10455,13,1408536000,1413478083.72817,1,3
10456,13,1408622400,1413564483.72817,1,3
10457,13,1408435200,1413377283.72817,1,3
10458,13,1408435200,1413377283.72817,1,3
10459,13,1408435200,1413377283.72817,1,3
10460,13,1408622400,1413564429.60569,1,3
10461,13,1408622400,1413564429.60569,1,3
10462,13,1408622400,1413564429.60569,1,3
10463,13,1408536000,1413478029.60569,1,3
10464,13,1408536000,1413478083.72817,1,3
10465,8,1407275880,1412109687.60207,1,3
10466,8,1407275880,1412109687.60207,1,3
10467,8,1407275880,1412109687.60207,1,3
10468,8,1407275880,1412109742.91111,1,3
10469,8,1407275880,1412109742.91111,1,3
10470,8,1408456920,1413290782.91111,1,3
10471,8,1408456920,1413290838.21954,1,3
10472,8,1408456920,1413290782.91111,1,3
10473,8,1407275880,1412109742.91111,1,3
10474,8,1407275880,1412109742.91111,1,3
10475,8,1407499320,1412755900.70396,1,3
10476,8,1407499320,1412955079.90817,1,3
10477,8,1407506640,1412763372.94255,1,3
10478,8,1407506640,1412763423.68768,1,3
10479,8,1407506640,1412763423.68768,1,3
10480,8,1407506640,1412763474.43227,1,3
10481,8,1408456920,1413713703.68768,1,3
10482,8,1408456920,1413713703.68768,1,3
10483,8,1410361920,1415618703.68768,1,3
10484,8,1396310400,1401567234.43227,2,3
10485,8,1410361920,1415618703.68768,1,3
10486,8,1408456920,1413713703.68768,1,3
10487,8,1408456920,1413912728.57353,1,3
10488,8,1408453800,1413909511.24231,1,3
10489,8,1408372740,1413828499.90817,1,3
10490,8,1408454639,1413910398.90817,1,3
10491,8,1410361920,1415817679.90817,1,3
10492,8,1410361920,1415817728.57353,1,3
10493,8,1410361920,1415817679.90817,1,3
10494,8,1410361920,1415817679.90817,1,3
10495,8,1410361920,1415817728.57353,1,3
10496,8,1410361920,1415817631.24231,1,3
10497,8,1408456920,1413398949.60569,1,3
10498,8,1408456920,1413398678.98445,1,3
10499,8,1407499320,1412441349.60569,1,3
10500,8,1408456920,1413399003.72817,1,3
10501,8,1408372740,1413314769.60569,1,3
10502,8,1407506640,1412448615.48263,1,3
10503,8,1408456920,1413398949.60569,1,3
10504,8,1408372740,1413314661.35897,1,3
10505,8,1408456920,1413398949.60569,1,3
10506,8,1408456920,1413399003.72817,1,3
10507,14,1402272000,1422461251.82466,1,4
10508,14,1402272000,1422461251.82466,1,4
10509,14,1402272000,1422460944.43764,1,4
10510,14,1402272000,1422461251.82466,1,4
10511,14,1402272000,1422460637.04689,1,4
10512,14,1402272000,1422460944.43764,1,4
10513,14,1402272000,1422460944.43764,1,4
10514,14,1402272000,1422461251.82466,1,4
10515,14,1402790400,1422979344.43764,1,4
